video_id,counts,show_cnt,show_user_num,play_cnt,play_user_num,play_duration,complete_play_cnt,complete_play_user_num,valid_play_cnt,valid_play_user_num,long_time_play_cnt,long_time_play_user_num,short_time_play_cnt,short_time_play_user_num,play_progress,comment_stay_duration,like_cnt,like_user_num,click_like_cnt,double_click_cnt,cancel_like_cnt,cancel_like_user_num,comment_cnt,comment_user_num,direct_comment_cnt,reply_comment_cnt,delete_comment_cnt,delete_comment_user_num,comment_like_cnt,comment_like_user_num,follow_cnt,follow_user_num,cancel_follow_cnt,cancel_follow_user_num,share_cnt,share_user_num,download_cnt,download_user_num,report_cnt,report_user_num,reduce_similar_cnt,reduce_similar_user_num,collect_cnt,collect_user_num,cancel_collect_cnt,cancel_collect_user_num,direct_comment_user_num,reply_comment_user_num,share_all_cnt,share_all_user_num,outsite_share_all_cnt
0,102,2579.686274509804,2308.323529411765,816.8823529411765,713.1764705882352,27679151.656862747,195.2549019607843,183.09803921568627,443.0196078431373,414.4313725490196,318.97058823529414,299.3333333333333,227.09803921568627,206.37254901960785,0.1174066622659254,203428.16666666663,6.470588235294118,6.392156862745098,2.92156862745098,3.519607843137255,0.696078431372549,0.6568627450980392,0.196078431372549,0.196078431372549,0.1568627450980392,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.8431372549019608,0.8235294117647058,0.5196078431372549,0.5098039215686274,0.0588235294117647,0.0588235294117647,0.0196078431372549,0.0196078431372549,0.0,0.0,0.9607843137254902,0.9117647058823528,0.9019607843137256,0.8823529411764706,0.2352941176470588,0.2352941176470588,0.1568627450980392,0.0392156862745098,0.1176470588235294,0.1078431372549019,0.0784313725490196
1,136,4027.992647058824,3368.3676470588234,2116.25,1864.0441176470588,85921520.70588236,130.50735294117646,125.94117647058825,717.6764705882352,669.3161764705883,549.6544117647059,518.1029411764706,1071.0073529411766,969.1470588235294,0.0647258562331143,797810.2720588235,38.16176470588236,37.34558823529412,22.23529411764705,15.867647058823527,3.419117647058824,2.8529411764705883,2.794117647058824,2.3455882352941178,2.0073529411764706,0.7867647058823529,0.1029411764705882,0.0955882352941176,2.6911764705882355,1.4779411764705883,3.5,3.492647058823529,0.5735294117647058,0.5735294117647058,1.6985294117647058,1.4779411764705883,4.0588235294117645,3.977941176470588,0.0,0.0,2.764705882352941,2.2794117647058822,6.6838235294117645,6.470588235294118,1.2794117647058822,1.1764705882352942,1.8676470588235288,0.5514705882352942,5.470588235294118,4.963235294117647,4.691176470588236
2,91,666.7032967032967,547.2197802197802,425.68131868131866,386.5384615384616,4197048.472527472,80.20879120879121,75.46153846153847,95.72527472527472,90.04395604395604,79.86813186813187,75.16483516483517,264.3956043956044,245.52747252747253,0.2383424967385748,54158.38461538462,6.626373626373627,6.582417582417582,5.175824175824176,1.4395604395604396,0.3736263736263736,0.3516483516483517,1.2967032967032968,1.2087912087912087,1.1868131868131868,0.1098901098901098,0.0,0.0,0.0659340659340659,0.0659340659340659,0.2527472527472527,0.2527472527472527,0.0769230769230769,0.0769230769230769,0.1978021978021978,0.1758241758241758,0.1098901098901098,0.1098901098901098,0.0,0.0,2.7142857142857144,2.67032967032967,1.835164835164835,1.7912087912087913,0.6813186813186813,0.6593406593406593,1.1538461538461535,0.0549450549450549,0.2967032967032967,0.2747252747252747,0.2857142857142857
3,72,1134.1944444444443,1097.9583333333333,940.0277777777778,854.8333333333334,5222510.152777778,115.93055555555556,92.19444444444444,253.7083333333333,227.7083333333333,114.36111111111111,90.86111111111111,560.2361111111111,521.6111111111111,0.2173544345706211,10988.319444444443,5.402777777777778,5.402777777777778,2.263888888888889,3.0972222222222223,0.7777777777777778,0.7777777777777778,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0,0.0,0.0,0.0416666666666666,0.0277777777777777,0.3194444444444444,0.3194444444444444,0.0416666666666666,0.0416666666666666,0.0138888888888888,0.0138888888888888,0.0138888888888888,0.0138888888888888,0.0,0.0,0.8333333333333334,0.8055555555555556,0.9722222222222222,0.875,0.2222222222222222,0.1805555555555555,0.0416666666666666,0.0,0.0277777777777777,0.0277777777777777,0.0138888888888888
4,178,4873.713483146067,4649.955056179775,4304.314606741573,3961.449438202247,111929197.86516854,1329.0786516853932,1314.3988764044943,2871.129213483146,2814.016853932584,2648.713483146068,2614.067415730337,966.4101123595506,895.2528089887641,0.3089452314357824,5185693.640449438,457.23595505617976,455.2696629213483,174.2191011235955,280.14044943820227,12.191011235955056,11.775280898876405,42.40449438202247,38.20224719101124,25.26966292134832,17.134831460674157,0.99438202247191,0.8651685393258427,110.91573033707866,66.81460674157303,2.9775280898876404,2.9719101123595504,0.5842696629213483,0.5842696629213483,24.865168539325843,23.96067415730337,0.0,0.0,0.0,0.0,4.089887640449438,3.9719101123595504,13.691011235955056,13.410112359550562,4.98314606741573,4.825842696629214,24.865168539325843,15.286516853932584,27.94943820224719,25.775280898876403,8.48876404494382
5,174,4645.402298850575,2937.3735632183907,2360.522988505747,1772.8563218390805,280194505.1264368,496.95402298850576,486.5747126436781,1359.735632183908,1188.8103448275865,1095.9827586206898,996.0919540229884,629.3793103448276,517.7988505747127,0.1008415122321158,2467817.614942529,137.28735632183907,131.05172413793105,76.72413793103448,56.83908045977012,53.97126436781609,49.5,6.333333333333333,3.965517241379312,5.545977011494253,0.7873563218390804,0.1781609195402299,0.1436781609195402,8.71264367816092,2.2413793103448274,6.057471264367816,5.683908045977011,1.5632183908045978,1.264367816091954,0.9655172413793104,0.8448275862068966,1.1839080459770115,1.1666666666666667,0.0,0.0,1.7528735632183907,1.7011494252873562,34.86206896551724,32.729885057471265,24.5,23.344827586206897,3.586206896551724,0.5574712643678161,2.396551724137931,1.9770114942528736,1.3850574712643675
6,122,6644.61475409836,6500.959016393443,6437.934426229508,5968.295081967213,291420092.5163934,678.3688524590164,676.9016393442623,4038.163934426229,3965.918032786885,3148.4918032786886,3110.3196721311474,1704.032786885246,1583.8032786885246,0.1697156484628884,2500220.393442623,93.81147540983606,91.5655737704918,36.59016393442623,57.114754098360656,20.770491803278688,19.21311475409836,2.4098360655737703,2.0901639344262297,1.852459016393443,0.5573770491803278,0.1147540983606557,0.1147540983606557,7.286885245901639,4.532786885245901,6.565573770491803,6.565573770491803,0.9918032786885246,0.9918032786885246,0.4262295081967213,0.360655737704918,0.1065573770491803,0.1065573770491803,0.0,0.0,12.368852459016392,12.188524590163937,8.991803278688524,8.762295081967213,5.30327868852459,5.10655737704918,1.778688524590164,0.4016393442622951,0.7786885245901639,0.639344262295082,0.4590163934426229
7,101,1635.6138613861383,1430.0,381.7920792079208,350.5940594059406,2783801.8514851485,5.693069306930693,5.3861386138613865,126.31683168316832,121.07920792079209,38.82178217821782,38.10891089108911,196.87128712871288,188.4158415841584,0.0316808363392436,236076.32673267327,13.643564356435643,13.623762376237623,1.3267326732673268,12.297029702970296,1.386138613861386,1.3663366336633664,0.2376237623762376,0.2376237623762376,0.2178217821782178,0.0198019801980198,0.0099009900990099,0.0099009900990099,0.2178217821782178,0.0495049504950495,1.0495049504950495,1.0495049504950495,0.3861386138613861,0.3861386138613861,0.504950495049505,0.4653465346534653,7.594059405940594,6.287128712871287,0.0,0.0,0.495049504950495,0.495049504950495,2.049504950495049,2.049504950495049,0.3168316831683168,0.3168316831683168,0.2178217821782178,0.0198019801980198,0.6534653465346535,0.5742574257425742,0.4356435643564356
8,180,36829.82777777778,28776.722222222223,20458.23888888889,15334.477777777778,1090442530.5611112,3406.238888888889,3365.361111111112,12095.177777777775,10620.294444444444,9705.977777777778,8956.93888888889,5153.8388888888885,4374.072222222222,0.1282838388589039,15607520.227777775,1711.1777777777777,1663.3277777777778,942.2722222222222,757.4777777777778,359.31666666666666,332.5,61.644444444444446,53.577777777777776,41.54444444444445,20.1,4.255555555555556,3.744444444444445,320.9555555555556,191.2888888888889,212.9055555555556,211.79444444444445,16.66111111111111,16.38888888888889,17.933333333333334,16.344444444444445,0.0,0.0,0.0055555555555555,0.0055555555555555,14.733333333333333,14.3,303.9222222222222,293.1111111111111,152.67777777777778,146.60555555555555,37.68333333333333,17.733333333333334,21.633333333333333,18.594444444444445,2.422222222222222
9,132,3121.083333333333,2506.689393939394,1325.0151515151515,1138.7348484848485,31958541.689393938,192.6590909090909,180.1439393939394,516.4469696969697,478.1666666666667,363.75757575757575,337.6969696969697,581.4848484848485,514.4015151515151,0.1073362571551398,153068.57575757577,18.303030303030305,17.78030303030303,13.174242424242424,5.113636363636363,2.4242424242424243,2.106060606060606,0.4772727272727273,0.4393939393939394,0.4469696969696969,0.0303030303030303,0.0075757575757575,0.0075757575757575,0.1893939393939394,0.106060606060606,3.303030303030303,3.2954545454545454,1.1590909090909092,1.1590909090909092,2.0454545454545454,1.8106060606060608,3.492424242424242,3.4696969696969697,0.0,0.0,1.4696969696969695,1.3409090909090908,9.719696969696969,9.37878787878788,2.007575757575758,1.7803030303030305,0.4166666666666667,0.0303030303030303,5.325757575757576,4.825757575757576,4.78030303030303
